transaction_id,customer_id,date,region,segment,product,contract_term_months,mrr_usd,csat_score,support_tickets_90d,is_churned
TXN-50643,CUST-10667,2025-03-06,North America,Small Business,Cloud Analytics Suite,12,504.44,1,4,1
TXN-50644,CUST-11068,2025-04-09,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1352.77,1,6,1
TXN-50645,CUST-11070,2024-12-11,North America,Mid-Market,Cybersecurity Core,12,1187.71,4,3,1
TXN-50646,CUST-10219,2025-03-11,Europe,Small Business,Customer 360,24,530.99,4,2,0
TXN-50647,CUST-11151,2025-05-16,Asia Pacific,Mid-Market,ERP Connect,36,2201.58,5,3,0
TXN-50648,CUST-11024,2024-11-21,Asia Pacific,Enterprise,ERP Connect,24,4499.5,3,5,0
TXN-50649,CUST-10242,2025-10-15,Europe,Mid-Market,Cybersecurity Core,12,2005.92,7,0,1
TXN-50650,CUST-10321,2024-01-22,North America,Enterprise,ERP Connect,12,4764.01,3,0,0
TXN-50651,CUST-10027,2024-10-03,Europe,Mid-Market,ERP Connect,12,2457.36,4,3,0
TXN-50652,CUST-10454,2025-10-16,Europe,Mid-Market,ERP Connect,12,2249.8,8,6,0
TXN-50653,CUST-10116,2025-12-12,Asia Pacific,Small Business,ERP Connect,24,423.44,7,4,0
TXN-50654,CUST-10818,2024-05-15,Europe,Enterprise,Customer 360,24,3471.06,8,4,1
TXN-50655,CUST-10987,2024-03-02,North America,Mid-Market,ERP Connect,12,1710.67,6,2,1
TXN-50656,CUST-11195,2024-09-20,North America,Mid-Market,Cybersecurity Core,24,1364.7,5,3,0
TXN-50657,CUST-10921,2025-06-12,Europe,Enterprise,Cloud Analytics Suite,12,3973.28,5,1,1
TXN-50658,CUST-10703,2024-08-23,Latin America,Enterprise,Cybersecurity Core,12,5331.78,5,2,0
TXN-50659,CUST-10617,2025-02-01,Asia Pacific,Enterprise,Customer 360,12,3821.83,9,3,1
TXN-50660,CUST-10057,2025-07-16,Europe,Small Business,Customer 360,12,620.36,8,2,1
TXN-50661,CUST-10582,2025-08-08,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1386.46,2,3,0
TXN-50662,CUST-11077,2024-08-21,North America,Mid-Market,Customer 360,12,1272.61,5,4,0
TXN-50663,CUST-11192,2025-09-21,Europe,Small Business,Cybersecurity Core,12,519.79,2,1,0
TXN-50664,CUST-11060,2024-11-26,Europe,Mid-Market,Cloud Analytics Suite,24,1416.23,4,1,0
TXN-50665,CUST-10793,2025-02-05,Asia Pacific,Mid-Market,Cybersecurity Core,24,1781.44,8,3,0
TXN-50666,CUST-10570,2025-12-26,North America,Small Business,ERP Connect,12,649.28,6,0,1
TXN-50667,CUST-10375,2024-09-08,Asia Pacific,Mid-Market,ERP Connect,12,1303.79,4,3,0
TXN-50668,CUST-10845,2025-08-17,Latin America,Mid-Market,Customer 360,12,1818.85,8,7,0
TXN-50669,CUST-10728,2025-09-06,Latin America,Mid-Market,Cloud Analytics Suite,24,1827.73,6,0,0
TXN-50670,CUST-10938,2025-08-08,Europe,Mid-Market,Cybersecurity Core,24,1511.93,6,2,1
TXN-50671,CUST-10519,2024-12-26,North America,Mid-Market,ERP Connect,36,1694.76,3,3,0
TXN-50672,CUST-10083,2025-05-25,North America,Mid-Market,ERP Connect,12,1112.74,5,5,0
TXN-50673,CUST-10600,2025-04-22,Europe,Mid-Market,ERP Connect,12,2077.04,6,4,1
TXN-50674,CUST-11100,2025-04-23,Europe,Mid-Market,ERP Connect,24,1711.47,7,5,0
TXN-50675,CUST-10783,2025-09-27,North America,Small Business,Cloud Analytics Suite,36,781.94,3,6,1
TXN-50676,CUST-11092,2025-04-19,Europe,Mid-Market,Cybersecurity Core,12,2031.45,2,5,1
TXN-50677,CUST-11065,2025-10-13,Asia Pacific,Mid-Market,Customer 360,12,1889.04,10,3,0
TXN-50678,CUST-10245,2025-10-16,Asia Pacific,Small Business,Cybersecurity Core,36,574.72,6,4,0
TXN-50679,CUST-10874,2025-02-22,North America,Mid-Market,ERP Connect,12,1409.55,5,7,1
TXN-50680,CUST-11164,2025-02-03,Latin America,Mid-Market,ERP Connect,36,1631.02,6,5,1
TXN-50681,CUST-10704,2025-08-15,Europe,Small Business,Cloud Analytics Suite,12,783.8,10,3,0
TXN-50682,CUST-11080,2024-12-23,North America,Small Business,Customer 360,24,452.79,3,3,1
TXN-50683,CUST-10433,2025-01-07,Europe,Mid-Market,ERP Connect,12,1829.31,7,4,0
TXN-50684,CUST-10159,2024-02-16,North America,Small Business,Cybersecurity Core,24,646.58,4,4,0
TXN-50685,CUST-11050,2024-02-02,Europe,Mid-Market,Cybersecurity Core,24,1860.23,1,2,1
TXN-50686,CUST-10998,2025-02-14,Europe,Mid-Market,Cybersecurity Core,24,1299.49,7,2,0
TXN-50687,CUST-10274,2024-05-24,North America,Enterprise,ERP Connect,24,5429.57,8,1,1
TXN-50688,CUST-10539,2024-09-22,Asia Pacific,Mid-Market,Customer 360,12,2051.62,7,0,0
TXN-50689,CUST-10665,2025-12-20,Europe,Small Business,Cybersecurity Core,36,524.52,4,6,1
TXN-50690,CUST-11199,2025-03-19,Europe,Mid-Market,ERP Connect,36,883.71,3,4,0
TXN-50691,CUST-10287,2024-08-04,Europe,Mid-Market,ERP Connect,36,1916.99,8,1,0
TXN-50692,CUST-11002,2025-06-20,Latin America,Mid-Market,Cybersecurity Core,12,1606.0,2,2,0
TXN-50693,CUST-10906,2024-11-08,North America,Enterprise,Customer 360,12,4188.41,7,5,1
TXN-50694,CUST-10278,2025-01-19,North America,Mid-Market,ERP Connect,24,1545.51,10,3,0
TXN-50695,CUST-10522,2025-01-15,Europe,Small Business,Cybersecurity Core,12,752.63,5,4,1
TXN-50696,CUST-10483,2024-06-06,Latin America,Small Business,Cloud Analytics Suite,36,651.15,7,6,0
TXN-50697,CUST-10066,2025-10-02,Latin America,Enterprise,Customer 360,24,5410.34,4,1,1
TXN-50698,CUST-10528,2024-04-18,North America,Mid-Market,Cloud Analytics Suite,12,1475.84,7,2,0
TXN-50699,CUST-11114,2024-11-27,Asia Pacific,Mid-Market,Cybersecurity Core,12,2311.0,2,4,1
TXN-50700,CUST-10184,2025-01-25,North America,Small Business,Customer 360,36,552.79,7,3,0
TXN-50701,CUST-10245,2025-11-07,Asia Pacific,Enterprise,Cybersecurity Core,12,2781.72,8,4,0
TXN-50702,CUST-10024,2024-10-12,Europe,Enterprise,Customer 360,12,4989.45,4,4,0
TXN-50703,CUST-11066,2025-03-13,Europe,Small Business,Cloud Analytics Suite,12,663.92,1,3,0
TXN-50704,CUST-10966,2025-07-16,North America,Mid-Market,ERP Connect,12,1522.52,1,0,1
TXN-50705,CUST-10722,2024-05-04,Europe,Mid-Market,Customer 360,12,2316.39,5,0,1
TXN-50706,CUST-10309,2025-01-13,Europe,Small Business,Cybersecurity Core,12,633.42,8,2,1
TXN-50707,CUST-10413,2024-06-05,North America,Small Business,Cloud Analytics Suite,24,693.73,6,4,1
TXN-50708,CUST-10303,2025-02-21,North America,Enterprise,Customer 360,12,4273.16,5,1,0
TXN-50709,CUST-10376,2024-01-01,Europe,Mid-Market,Cybersecurity Core,12,1663.27,5,1,0
TXN-50710,CUST-10497,2024-07-06,Europe,Enterprise,Cloud Analytics Suite,12,3002.64,7,4,1
TXN-50711,CUST-11130,2025-07-15,Asia Pacific,Small Business,ERP Connect,12,564.96,5,3,0
TXN-50712,CUST-10015,2025-06-16,Europe,Mid-Market,Customer 360,12,1418.68,7,4,0
TXN-50713,CUST-10011,2024-02-17,Europe,Small Business,ERP Connect,12,539.97,7,1,0
TXN-50714,CUST-10208,2025-12-02,North America,Enterprise,Cloud Analytics Suite,24,2358.9,5,3,0
TXN-50715,CUST-10824,2025-09-07,Latin America,Enterprise,Cybersecurity Core,12,5103.04,4,1,0
TXN-50716,CUST-10303,2024-02-18,Europe,Enterprise,Customer 360,12,4030.29,1,4,0
TXN-50717,CUST-11089,2024-11-12,North America,Mid-Market,Customer 360,24,1958.06,7,2,0
TXN-50718,CUST-10800,2025-01-10,Europe,Small Business,Cloud Analytics Suite,24,495.84,2,1,1
TXN-50719,CUST-10738,2025-06-24,North America,Mid-Market,Cybersecurity Core,12,1723.11,1,2,0
TXN-50720,CUST-11132,2025-09-04,Europe,Enterprise,Customer 360,24,3788.18,9,1,1
TXN-50721,CUST-10806,2025-07-11,Asia Pacific,Enterprise,ERP Connect,24,4926.76,8,4,1
TXN-50722,CUST-11050,2025-03-05,Latin America,Small Business,Cybersecurity Core,12,402.6,6,5,0
TXN-50723,CUST-10974,2025-03-24,North America,Small Business,Cybersecurity Core,12,531.37,9,0,0
TXN-50724,CUST-10343,2025-10-15,Europe,Mid-Market,Customer 360,24,1695.79,8,5,0
TXN-50725,CUST-10745,2025-10-13,Latin America,Small Business,ERP Connect,24,459.74,7,2,1
TXN-50726,CUST-10043,2024-07-20,North America,Small Business,Cloud Analytics Suite,24,837.67,7,2,0
TXN-50727,CUST-10336,2024-03-14,North America,Small Business,Customer 360,24,619.31,6,2,0
TXN-50728,CUST-10724,2025-12-17,North America,Small Business,Customer 360,24,764.67,8,3,1
TXN-50729,CUST-10009,2025-09-11,Europe,Enterprise,Cybersecurity Core,36,4627.84,4,3,1
TXN-50730,CUST-10299,2024-03-12,Asia Pacific,Mid-Market,Cybersecurity Core,24,1544.03,5,2,0
TXN-50731,CUST-10274,2025-09-07,Europe,Mid-Market,Cloud Analytics Suite,24,1618.23,5,5,1
TXN-50732,CUST-10331,2024-09-27,North America,Enterprise,ERP Connect,24,4738.88,4,1,0
TXN-50733,CUST-10886,2024-08-19,Asia Pacific,Mid-Market,ERP Connect,36,1814.81,4,5,1
TXN-50734,CUST-10326,2024-12-18,Europe,Mid-Market,ERP Connect,12,1475.02,9,0,0
TXN-50735,CUST-10915,2025-04-06,Europe,Mid-Market,Customer 360,24,1725.88,1,2,1
TXN-50736,CUST-10315,2024-04-18,Latin America,Mid-Market,ERP Connect,12,2071.25,10,3,1
TXN-50737,CUST-11080,2025-04-15,North America,Small Business,Customer 360,12,513.87,5,2,0
TXN-50738,CUST-10607,2024-04-14,Asia Pacific,Small Business,Cybersecurity Core,12,776.14,6,5,0
TXN-50739,CUST-10399,2024-02-07,North America,Small Business,Customer 360,36,596.37,8,5,0
TXN-50740,CUST-10968,2024-08-07,Latin America,Enterprise,ERP Connect,24,2613.82,3,5,0
TXN-50741,CUST-10396,2025-10-11,North America,Mid-Market,Cybersecurity Core,24,1723.24,7,1,0
TXN-50742,CUST-10343,2025-02-27,Europe,Mid-Market,Cybersecurity Core,24,1489.3,4,2,1
TXN-50743,CUST-10283,2024-03-12,Asia Pacific,Small Business,Cloud Analytics Suite,24,770.52,7,1,1
TXN-50744,CUST-10244,2025-05-17,Latin America,Mid-Market,ERP Connect,24,1440.04,9,1,1
TXN-50745,CUST-10864,2024-07-16,Europe,Mid-Market,ERP Connect,24,2589.7,7,7,0
TXN-50746,CUST-10556,2024-10-19,Europe,Enterprise,Customer 360,12,3362.51,4,2,0
TXN-50747,CUST-11070,2025-08-06,North America,Small Business,Customer 360,12,716.16,7,4,0
TXN-50748,CUST-10961,2024-12-22,Asia Pacific,Enterprise,ERP Connect,24,5088.62,6,3,0
TXN-50749,CUST-10934,2024-03-17,Latin America,Mid-Market,ERP Connect,12,1971.7,5,0,0
TXN-50750,CUST-10041,2024-09-06,Europe,Small Business,Cloud Analytics Suite,36,439.19,5,2,0
TXN-50751,CUST-11106,2025-06-24,Asia Pacific,Small Business,ERP Connect,24,541.72,7,1,0
TXN-50752,CUST-10037,2025-02-13,Europe,Small Business,Cybersecurity Core,12,636.09,7,0,0
TXN-50753,CUST-10793,2024-08-11,North America,Small Business,Cloud Analytics Suite,24,692.11,8,2,1
TXN-50754,CUST-10301,2025-02-19,North America,Enterprise,Customer 360,24,4210.64,6,1,1
TXN-50755,CUST-10182,2024-07-07,Europe,Enterprise,ERP Connect,12,6186.85,4,6,1
TXN-50756,CUST-10739,2025-01-18,Europe,Mid-Market,ERP Connect,36,2286.73,7,1,0
TXN-50757,CUST-10275,2025-04-23,Asia Pacific,Enterprise,Customer 360,12,6389.47,5,5,1
TXN-50758,CUST-11121,2024-11-25,Europe,Mid-Market,Cybersecurity Core,24,1537.66,6,2,1
TXN-50759,CUST-10077,2024-06-24,North America,Mid-Market,Customer 360,24,1495.26,2,1,1
TXN-50760,CUST-10362,2025-04-14,North America,Small Business,Customer 360,24,435.82,3,2,0
TXN-50761,CUST-10439,2024-05-06,North America,Mid-Market,Cloud Analytics Suite,12,1692.68,9,6,0
TXN-50762,CUST-10051,2024-02-08,Europe,Mid-Market,Customer 360,12,1912.14,8,5,0
TXN-50763,CUST-10024,2025-12-17,Europe,Enterprise,Cloud Analytics Suite,12,4312.68,6,5,1
TXN-50764,CUST-10134,2025-05-11,Asia Pacific,Mid-Market,ERP Connect,24,1778.0,3,2,0
TXN-50765,CUST-10755,2025-11-16,Asia Pacific,Small Business,ERP Connect,12,608.34,7,3,0
TXN-50766,CUST-10230,2024-05-24,Asia Pacific,Mid-Market,Customer 360,36,1519.54,7,5,0
TXN-50767,CUST-10775,2024-06-13,North America,Mid-Market,Cloud Analytics Suite,24,1675.87,7,3,0
TXN-50768,CUST-10427,2024-09-02,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1305.2,6,3,0
TXN-50769,CUST-10992,2024-01-13,Latin America,Small Business,Cybersecurity Core,36,501.57,1,3,0
TXN-50770,CUST-10650,2024-10-21,Asia Pacific,Enterprise,ERP Connect,36,4360.23,8,4,0
TXN-50771,CUST-10501,2024-06-11,Europe,Mid-Market,ERP Connect,12,1621.48,7,5,1
TXN-50772,CUST-11022,2024-02-19,Europe,Mid-Market,ERP Connect,24,1370.83,4,4,0
TXN-50773,CUST-10350,2024-01-23,Latin America,Mid-Market,Customer 360,12,1854.86,9,3,0
TXN-50774,CUST-10844,2024-02-14,Europe,Mid-Market,Cybersecurity Core,12,1967.43,5,3,1
TXN-50775,CUST-11157,2025-08-14,Asia Pacific,Mid-Market,Cybersecurity Core,12,1142.37,7,3,0
TXN-50776,CUST-10286,2025-08-19,Europe,Mid-Market,ERP Connect,12,1736.58,5,3,0
TXN-50777,CUST-10487,2024-03-14,North America,Mid-Market,Cybersecurity Core,24,2367.08,5,5,0
TXN-50778,CUST-10193,2024-05-21,Europe,Small Business,Customer 360,12,649.0,6,1,0
TXN-50779,CUST-10699,2024-09-24,Europe,Enterprise,ERP Connect,24,5325.0,7,1,0
TXN-50780,CUST-10999,2024-07-20,Europe,Mid-Market,Cloud Analytics Suite,36,1260.51,7,3,1
TXN-50781,CUST-10620,2024-07-06,North America,Mid-Market,Customer 360,24,2382.85,7,1,0
TXN-50782,CUST-10930,2024-07-26,Europe,Mid-Market,Cloud Analytics Suite,12,2249.77,8,6,0
TXN-50783,CUST-10938,2024-06-18,North America,Small Business,Cybersecurity Core,24,506.49,8,4,0
TXN-50784,CUST-10086,2024-05-14,North America,Small Business,Cybersecurity Core,24,403.72,5,0,0
TXN-50785,CUST-11096,2024-10-17,North America,Mid-Market,ERP Connect,12,1703.11,6,6,0
TXN-50786,CUST-10155,2025-08-10,Europe,Small Business,Cloud Analytics Suite,12,724.29,4,0,0
TXN-50787,CUST-10203,2024-11-17,Europe,Mid-Market,Cybersecurity Core,12,2069.35,8,4,0
TXN-50788,CUST-10835,2024-10-17,North America,Small Business,ERP Connect,12,692.82,8,1,1
TXN-50789,CUST-11096,2024-12-27,Asia Pacific,Mid-Market,Cloud Analytics Suite,24,2138.59,6,6,0
TXN-50790,CUST-11012,2024-04-17,Asia Pacific,Enterprise,Customer 360,24,3218.25,5,2,1
TXN-50791,CUST-10467,2025-03-23,North America,Mid-Market,ERP Connect,36,2488.18,8,1,0
TXN-50792,CUST-10474,2024-06-22,Asia Pacific,Mid-Market,ERP Connect,24,1818.1,5,0,1
TXN-50793,CUST-10428,2025-11-24,Latin America,Mid-Market,ERP Connect,12,1675.87,9,4,0
TXN-50794,CUST-10045,2025-07-06,Asia Pacific,Mid-Market,ERP Connect,12,1794.71,7,2,0
TXN-50795,CUST-10579,2025-10-18,Europe,Mid-Market,Cloud Analytics Suite,12,1893.66,1,2,1
TXN-50796,CUST-10704,2025-02-25,Latin America,Mid-Market,Cybersecurity Core,12,2184.55,8,4,1
TXN-50797,CUST-10077,2025-05-16,North America,Mid-Market,Customer 360,12,1351.9,5,2,0
TXN-50798,CUST-10243,2025-03-25,Latin America,Mid-Market,ERP Connect,24,1572.39,6,3,0
TXN-50799,CUST-10836,2025-10-10,North America,Mid-Market,Cybersecurity Core,24,1981.36,7,4,0
TXN-50800,CUST-10016,2024-04-07,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1342.46,2,2,0
TXN-50801,CUST-10774,2025-08-17,Europe,Small Business,Customer 360,12,695.88,5,4,1
TXN-50802,CUST-10255,2024-01-07,Latin America,Enterprise,Cybersecurity Core,36,4692.99,8,4,0
TXN-50803,CUST-10829,2025-02-25,North America,Mid-Market,ERP Connect,12,1738.08,7,2,0
TXN-50804,CUST-10567,2024-12-27,North America,Mid-Market,Customer 360,24,1973.93,5,2,0
TXN-50805,CUST-10551,2024-04-19,Europe,Small Business,ERP Connect,12,582.69,8,3,0
TXN-50806,CUST-10012,2025-10-20,North America,Small Business,Cybersecurity Core,24,627.43,1,3,0
TXN-50807,CUST-10463,2024-05-09,North America,Mid-Market,Cloud Analytics Suite,12,1578.68,6,0,1
TXN-50808,CUST-11127,2025-04-13,Asia Pacific,Mid-Market,Customer 360,24,1159.24,6,4,1
TXN-50809,CUST-10425,2024-10-22,Europe,Mid-Market,Cloud Analytics Suite,36,2183.1,7,2,1
TXN-50810,CUST-10156,2025-10-21,Asia Pacific,Mid-Market,Cloud Analytics Suite,24,1424.07,7,1,0
TXN-50811,CUST-11093,2024-03-22,Europe,Small Business,ERP Connect,36,670.8,2,4,0
TXN-50812,CUST-10932,2025-06-25,Asia Pacific,Mid-Market,ERP Connect,12,2146.9,7,2,0
TXN-50813,CUST-11192,2024-07-14,Latin America,Small Business,Cloud Analytics Suite,36,715.75,4,2,0
TXN-50814,CUST-10435,2024-05-11,North America,Mid-Market,Customer 360,36,1548.19,8,3,0
TXN-50815,CUST-10743,2025-09-18,Europe,Mid-Market,Cloud Analytics Suite,24,1658.61,3,4,0
TXN-50816,CUST-10498,2025-04-13,North America,Mid-Market,Customer 360,12,1862.62,7,3,0
TXN-50817,CUST-10498,2025-10-13,Europe,Mid-Market,Cybersecurity Core,24,1577.46,6,1,1
TXN-50818,CUST-10157,2025-05-05,Europe,Small Business,Customer 360,24,551.07,5,5,0
TXN-50819,CUST-10956,2025-02-18,North America,Enterprise,Cybersecurity Core,24,4219.9,5,3,1
TXN-50820,CUST-10030,2025-10-04,North America,Small Business,Cloud Analytics Suite,12,509.26,1,4,0
TXN-50821,CUST-10415,2024-11-11,North America,Enterprise,Cloud Analytics Suite,12,3747.26,5,2,0
TXN-50822,CUST-10347,2025-10-18,North America,Mid-Market,Customer 360,12,2382.14,7,4,0
TXN-50823,CUST-10694,2024-05-12,Asia Pacific,Enterprise,Cloud Analytics Suite,36,3806.62,4,6,0
TXN-50824,CUST-10249,2024-09-07,North America,Enterprise,Customer 360,12,3087.12,8,1,1
TXN-50825,CUST-11006,2024-10-11,Asia Pacific,Mid-Market,ERP Connect,24,1963.77,6,2,1
TXN-50826,CUST-11110,2024-07-18,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1976.37,5,3,0
TXN-50827,CUST-10990,2024-03-13,Europe,Enterprise,ERP Connect,12,4196.83,7,3,1
TXN-50828,CUST-10683,2024-08-01,North America,Enterprise,Cybersecurity Core,24,4721.35,8,6,0
TXN-50829,CUST-10351,2024-01-06,Europe,Small Business,ERP Connect,24,582.93,6,2,1
TXN-50830,CUST-10124,2024-11-12,Asia Pacific,Enterprise,Cybersecurity Core,12,4285.84,4,6,0
TXN-50831,CUST-10685,2024-03-24,Europe,Mid-Market,Cybersecurity Core,12,1620.18,9,5,1
TXN-50832,CUST-10007,2024-11-10,North America,Enterprise,Customer 360,12,4800.74,5,3,1
TXN-50833,CUST-10962,2024-05-11,Europe,Mid-Market,Cloud Analytics Suite,24,1969.19,6,4,0
TXN-50834,CUST-10381,2024-10-24,Europe,Mid-Market,Customer 360,12,1949.49,5,3,1
TXN-50835,CUST-10009,2025-09-12,Asia Pacific,Enterprise,Customer 360,12,4976.25,8,0,0
TXN-50836,CUST-10021,2025-07-15,Asia Pacific,Small Business,Customer 360,24,460.97,8,3,0
TXN-50837,CUST-11133,2025-01-24,Asia Pacific,Small Business,Customer 360,12,382.12,7,1,0
TXN-50838,CUST-10502,2024-04-21,North America,Mid-Market,Cybersecurity Core,24,1912.63,7,0,0
TXN-50839,CUST-10245,2024-08-01,North America,Mid-Market,ERP Connect,12,1823.67,7,3,1
TXN-50840,CUST-10987,2025-09-16,North America,Small Business,ERP Connect,24,614.44,7,3,0
TXN-50841,CUST-10309,2025-08-03,North America,Small Business,Cybersecurity Core,12,369.81,8,1,1
TXN-50842,CUST-10305,2024-03-15,North America,Mid-Market,Customer 360,12,2416.25,9,4,0
TXN-50843,CUST-10868,2024-05-27,Europe,Small Business,Cybersecurity Core,24,522.53,1,4,1
TXN-50844,CUST-10045,2024-12-27,Asia Pacific,Mid-Market,ERP Connect,36,1856.48,5,2,0
TXN-50845,CUST-10950,2025-07-16,North America,Mid-Market,Customer 360,24,2122.17,4,2,1
TXN-50846,CUST-10758,2025-02-18,North America,Mid-Market,ERP Connect,12,2086.77,2,4,1
TXN-50847,CUST-10563,2025-04-14,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1524.2,4,4,1
TXN-50848,CUST-10031,2025-09-18,North America,Small Business,ERP Connect,12,652.49,2,2,0
TXN-50849,CUST-11058,2024-09-02,Europe,Mid-Market,Cloud Analytics Suite,24,1529.8,8,1,0
TXN-50850,CUST-11057,2025-10-08,Europe,Enterprise,Cloud Analytics Suite,24,3824.39,7,2,0
TXN-50851,CUST-10331,2024-03-27,North America,Small Business,Customer 360,12,661.73,3,4,0
TXN-50852,CUST-10455,2024-01-21,North America,Enterprise,ERP Connect,36,4980.33,8,3,0
TXN-50853,CUST-10240,2024-12-20,Latin America,Small Business,Cybersecurity Core,12,779.15,6,1,1
TXN-50854,CUST-10081,2025-06-23,North America,Mid-Market,Cloud Analytics Suite,12,1318.92,7,4,0
TXN-50855,CUST-10755,2024-10-05,North America,Small Business,ERP Connect,12,470.95,6,3,0
TXN-50856,CUST-10230,2024-10-12,Europe,Mid-Market,Customer 360,12,1743.74,8,2,0
TXN-50857,CUST-10258,2024-04-05,Asia Pacific,Mid-Market,Cybersecurity Core,12,1840.95,7,1,0
TXN-50858,CUST-10726,2025-08-24,North America,Small Business,Cloud Analytics Suite,24,692.88,8,3,0
TXN-50859,CUST-10898,2025-04-20,Asia Pacific,Mid-Market,ERP Connect,12,1797.31,8,2,0
TXN-50860,CUST-10269,2024-10-16,Europe,Mid-Market,Cloud Analytics Suite,12,1876.3,5,1,1
TXN-50861,CUST-10645,2025-06-13,Asia Pacific,Enterprise,ERP Connect,12,3871.6,8,2,0
TXN-50862,CUST-10507,2025-05-16,North America,Mid-Market,ERP Connect,24,1369.46,6,4,1
TXN-50863,CUST-10682,2025-06-01,Europe,Mid-Market,Cloud Analytics Suite,12,1898.81,3,5,1
TXN-50864,CUST-11000,2024-10-04,Europe,Mid-Market,ERP Connect,24,1677.21,7,2,0
TXN-50865,CUST-10527,2025-08-13,North America,Enterprise,Cloud Analytics Suite,12,5419.77,5,3,1
TXN-50866,CUST-11057,2025-09-16,North America,Enterprise,Cybersecurity Core,36,6819.35,7,3,0
TXN-50867,CUST-10132,2025-08-15,Latin America,Mid-Market,Cloud Analytics Suite,24,1862.82,7,4,1
TXN-50868,CUST-11172,2025-09-18,Europe,Mid-Market,Cybersecurity Core,12,2172.35,4,5,0
TXN-50869,CUST-10051,2025-08-21,North America,Mid-Market,Cybersecurity Core,12,1180.04,8,4,0
TXN-50870,CUST-10149,2024-02-27,North America,Mid-Market,Customer 360,24,1550.76,7,2,1
TXN-50871,CUST-10268,2024-06-24,Asia Pacific,Mid-Market,ERP Connect,12,1632.7,1,3,0
TXN-50872,CUST-10422,2025-02-08,North America,Enterprise,Cybersecurity Core,24,5290.79,2,4,1
TXN-50873,CUST-10758,2025-10-15,North America,Mid-Market,Cybersecurity Core,12,1595.18,7,5,0
TXN-50874,CUST-11126,2024-05-09,North America,Mid-Market,Customer 360,12,1559.36,6,3,1
TXN-50875,CUST-10910,2024-11-01,North America,Mid-Market,Customer 360,24,1297.67,8,5,1
TXN-50876,CUST-10184,2024-11-25,Latin America,Enterprise,Cybersecurity Core,12,4678.12,5,2,0
TXN-50877,CUST-10357,2025-09-23,North America,Small Business,ERP Connect,12,484.1,7,1,0
TXN-50878,CUST-11052,2025-07-01,Europe,Small Business,ERP Connect,36,416.94,10,3,0
TXN-50879,CUST-11121,2024-05-04,North America,Enterprise,Customer 360,24,6724.12,6,2,0
TXN-50880,CUST-10595,2025-05-19,Europe,Mid-Market,ERP Connect,12,1888.14,4,2,0
TXN-50881,CUST-10259,2024-08-17,North America,Small Business,Cloud Analytics Suite,24,753.02,5,2,0
TXN-50882,CUST-10532,2025-07-22,North America,Enterprise,Customer 360,36,5885.59,7,3,0
TXN-50883,CUST-10362,2024-10-05,Europe,Enterprise,ERP Connect,12,4115.15,7,6,1
TXN-50884,CUST-10883,2025-03-07,Europe,Small Business,Customer 360,12,725.7,2,4,0
TXN-50885,CUST-10826,2025-03-27,Europe,Small Business,ERP Connect,12,721.09,7,4,0
TXN-50886,CUST-10284,2025-11-04,Asia Pacific,Small Business,Cybersecurity Core,36,541.71,6,3,0
TXN-50887,CUST-10111,2025-10-18,Asia Pacific,Small Business,Cloud Analytics Suite,12,523.99,4,2,0
TXN-50888,CUST-11005,2025-09-16,Asia Pacific,Small Business,ERP Connect,24,576.21,3,0,0
TXN-50889,CUST-10574,2025-08-25,North America,Small Business,ERP Connect,36,616.29,9,7,0
TXN-50890,CUST-10256,2024-12-27,North America,Small Business,Cloud Analytics Suite,24,601.96,8,5,1
TXN-50891,CUST-10896,2024-09-23,Asia Pacific,Mid-Market,Cybersecurity Core,36,1828.12,6,1,1
TXN-50892,CUST-10160,2025-04-11,North America,Mid-Market,Cybersecurity Core,24,1194.1,6,2,0
TXN-50893,CUST-10535,2024-11-05,Europe,Mid-Market,Cloud Analytics Suite,12,2202.84,7,4,0
TXN-50894,CUST-10303,2024-08-15,Europe,Enterprise,ERP Connect,36,4804.04,4,2,0
TXN-50895,CUST-10310,2025-06-12,North America,Mid-Market,Cloud Analytics Suite,24,1928.85,7,4,0
TXN-50896,CUST-10287,2025-03-04,North America,Mid-Market,Cybersecurity Core,36,1617.72,4,4,0
TXN-50897,CUST-10388,2024-12-16,North America,Small Business,ERP Connect,36,719.47,9,3,0
TXN-50898,CUST-10215,2024-09-23,North America,Small Business,Cloud Analytics Suite,24,562.29,8,2,0
TXN-50899,CUST-10071,2025-07-05,North America,Mid-Market,Cybersecurity Core,12,2132.14,7,1,0
TXN-50900,CUST-10906,2024-10-02,North America,Small Business,Cloud Analytics Suite,12,603.64,2,4,1
TXN-50901,CUST-10606,2024-10-02,Latin America,Small Business,Cybersecurity Core,24,635.88,4,2,1
TXN-50902,CUST-10397,2024-12-15,North America,Small Business,Customer 360,36,593.57,2,4,1
TXN-50903,CUST-10154,2024-03-14,North America,Mid-Market,Customer 360,36,1951.2,7,2,0
TXN-50904,CUST-10554,2025-10-22,North America,Small Business,Cloud Analytics Suite,12,634.75,6,5,1
TXN-50905,CUST-10452,2024-07-19,North America,Enterprise,ERP Connect,36,3775.42,6,4,0
